time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721322687.01436,1000m,672m,1000Mi,349Mi,small
1721322690.08922,1000m,672m,1000Mi,349Mi,small
1721322693.15217,1000m,672m,1000Mi,349Mi,small
1721322696.21416,1000m,672m,1000Mi,349Mi,small
1721322699.27843,1000m,672m,1000Mi,349Mi,small
1721322702.34638,1000m,759m,1000Mi,349Mi,small
1721322705.39413,1000m,759m,1000Mi,349Mi,small
1721322708.44593,1000m,759m,1000Mi,349Mi,small
1721322711.51133,1000m,759m,1000Mi,349Mi,small
1721322714.57762,1000m,759m,1000Mi,349Mi,small
1721322717.63839,1000m,759m,1000Mi,349Mi,small
1721322720.7173,1000m,759m,1000Mi,349Mi,small
1721322723.77483,1000m,759m,1000Mi,349Mi,small
1721322726.82622,1000m,759m,1000Mi,349Mi,small
1721322729.95756,1000m,759m,1000Mi,349Mi,small
1721322733.01607,1000m,749m,1000Mi,356Mi,small
1721322736.06638,1000m,749m,1000Mi,356Mi,small
1721322739.15006,1000m,749m,1000Mi,356Mi,small
1721322742.20488,1000m,749m,1000Mi,356Mi,small
1721322745.27677,1000m,749m,1000Mi,356Mi,small
1721322748.34843,1000m,749m,1000Mi,356Mi,small
1721322751.41403,1000m,749m,1000Mi,356Mi,small
1721322754.54032,1000m,749m,1000Mi,356Mi,small
1721322757.60854,1000m,749m,1000Mi,356Mi,small
1721322760.66416,1000m,375m,1000Mi,349Mi,small
1721322763.72598,1000m,375m,1000Mi,349Mi,small
1721322766.77735,1000m,375m,1000Mi,349Mi,small
1721322769.84695,1000m,375m,1000Mi,349Mi,small
1721322772.91355,1000m,375m,1000Mi,349Mi,small
1721322776.00477,1000m,375m,1000Mi,349Mi,small
1721322779.05035,1000m,375m,1000Mi,349Mi,small
1721322782.17814,1000m,375m,1000Mi,349Mi,small
1721322785.25303,1000m,375m,1000Mi,349Mi,small
1721322788.32402,1000m,375m,1000Mi,349Mi,small
1721322791.39543,1000m,0m,1000Mi,349Mi,small
1721322794.4681,1000m,0m,1000Mi,349Mi,small
1721322797.52923,1000m,0m,1000Mi,349Mi,small
1721322800.59224,1000m,0m,1000Mi,349Mi,small
1721322803.72197,1000m,0m,1000Mi,349Mi,small
1721322806.79713,1000m,0m,1000Mi,349Mi,small
1721322809.86615,1000m,0m,1000Mi,349Mi,small
1721322813.00498,1000m,0m,1000Mi,349Mi,small
1721322816.06132,1000m,0m,1000Mi,349Mi,small
1721322819.12742,1000m,0m,1000Mi,349Mi,small
1721322822.19483,1000m,0m,1000Mi,349Mi,small
1721322825.25114,1000m,0m,1000Mi,349Mi,small
1721322828.31954,1000m,0m,1000Mi,349Mi,small
